query,no,token,pos
전주 여행,23,포함,NNG
전주 여행,23,교통비,NNG
전주 여행,23,이동,NNG
전주 여행,23,교통,NNG
전주 여행,23,비용,NNG
전주 여행,24,기차,NNG
전주 여행,24,계획,NNG
전주 여행,24,명소,NNG
전주 여행,24,맛집,NNG
전주 여행,24,추천,NNG
전주 여행,24,부탁,NNG
전주 여행,24,맛집,NNG
전주 여행,24,국내,NNG
전주 여행,24,전,NNG
전주 여행,24,주달,NNG
전주 여행,24,봉,NNG
전주 여행,24,달,NNG
전주 여행,24,봉,NNG
전주 여행,24,티비,NNG
전주 여행,24,코스,NNG
전주 여행,24,곳,NNG
전주 여행,24,여수,NNG
전주 여행,24,여수,NNG
전주 여행,24,제주,NNP
전주 여행,24,제주도,NNP
전주 여행,24,곳,NNG
전주 여행,25,강아지,NNG
전주 여행,25,가능,NNG
전주 여행,25,강아지,NNG
전주 여행,25,동반,NNG
전주 여행,25,강아지,NNG
전주 여행,25,맛집,NNG
전주 여행,25,관광,NNG
전주 여행,25,징,NNG
전주 여행,25,반려,NNG
전주 여행,25,동물,NNG
전주 여행,25,앱,NNG
전주 여행,25,반려,NNG
전주 여행,25,생활,NNG
전주 여행,25,하늘,NNG
전주 여행,25,가을,NNG
전주 여행,25,강아지,NNG
전주 여행,25,추억,NNG
전주 여행,26,완주,NNG
전주 여행,26,맛집,NNG
전주 여행,26,국내,NNG
전주 여행,26,전,NNG
전주 여행,26,주달,NNG
전주 여행,26,봉,NNG
전주 여행,26,달,NNG
전주 여행,26,봉,NNG
전주 여행,26,티비,NNG
전주 여행,26,코스,NNG
전주 여행,26,곳,NNG
전주 여행,26,여수,NNG
전주 여행,26,여수,NNG
전주 여행,26,제주,NNP
전주 여행,26,제주도,NNP
전주 여행,26,곳,NNG
전주 여행,26,전문,NNG
전주 여행,26,플,NNG
전주 여행,26,언서,NNG
전주 여행,26,전,NNG
전주 여행,26,주달,NNG
전주 여행,26,봉이,NNG
전주 여행,26,완주,NNP
전주 여행,27,부탁,NNG
전주 여행,27,맛집,NNG
전주 여행,27,국내,NNG
전주 여행,27,전,NNG
전주 여행,27,주달,NNG
전주 여행,27,봉,NNG
전주 여행,27,달,NNG
전주 여행,27,봉,NNG
전주 여행,27,티비,NNG
전주 여행,27,코스,NNG
전주 여행,27,곳,NNG
전주 여행,27,여수,NNG
전주 여행,27,여수,NNG
전주 여행,27,제주,NNP
전주 여행,27,제주도,NNP
전주 여행,27,곳,NNG
전주 여행,27,전문,NNG
전주 여행,27,플,NNG
전주 여행,27,언서,NNG
전주 여행,27,전,NNG
전주 여행,27,주달,NNG
전주 여행,27,봉이,NNG
전주 여행,27,코스,NNG
전주 여행,28,맛집,NNG
전주 여행,28,국내,NNG
전주 여행,28,전,NNG
전주 여행,28,주달,NNG
전주 여행,28,봉,NNG
전주 여행,28,달,NNG
전주 여행,28,봉,NNG
전주 여행,28,티비,NNG
전주 여행,28,코스,NNG
전주 여행,28,곳,NNG
전주 여행,28,여수,NNG
전주 여행,28,여수,NNG
전주 여행,28,제주,NNP
전주 여행,28,제주도,NNP
전주 여행,28,곳,NNG
전주 여행,28,전문,NNG
전주 여행,28,플,NNG
전주 여행,28,언서,NNG
전주 여행,28,전,NNG
전주 여행,28,주달,NNG
전주 여행,28,봉이,NNG
전주 여행,28,코스,NNG
전주 여행,28,한옥,NNG
전주 여행,28,마을,NNG
전주 여행,28,시작,NNG
전주 여행,29,당일치기,NNG
전주 여행,29,혼자,NNG
전주 여행,29,코스,NNG
전주 여행,29,추천,NNG
전주 여행,29,박물관,NNG
전주 여행,29,미술관,NNG
전주 여행,29,지역,NNG
전주 여행,29,공간,NNG
전주 여행,29,스토리,NNG
전주 여행,29,안내,NNG
전주 여행,29,해설,NNG
전주 여행,29,문화,NNG
전주 여행,29,코스,NNG
전주 여행,29,방지,NNG
전주 여행,29,예약금,NNG
전주 여행,29,결제,NNG
전주 여행,29,현장,NNG
전주 여행,29,상당,NNG
전주 여행,29,음료,NNG
전주 여행,29,기프,NNP
전주 여행,29,티,NNG
전주 여행,29,콘,NNG
전주 여행,29,환급,NNG
전주 여행,29,선착순,NNG
전주 여행,29,마감,NNG
전주 여행,29,계획,NNG
전주 여행,30,맛집,NNG
전주 여행,30,국내,NNG
전주 여행,30,전,NNG
전주 여행,30,주달,NNG
전주 여행,30,봉,NNG
전주 여행,30,달,NNG
전주 여행,30,봉,NNG
전주 여행,30,티비,NNG
전주 여행,30,코스,NNG
전주 여행,30,곳,NNG
전주 여행,30,여수,NNG
전주 여행,30,여수,NNG
전주 여행,30,제주,NNP
전주 여행,30,제주도,NNP
전주 여행,30,곳,NNG
전주 여행,30,전문,NNG
전주 여행,30,플,NNG
전주 여행,30,언서,NNG
전주 여행,30,전,NNG
전주 여행,30,주달,NNG
전주 여행,30,봉이,NNG
전주 여행,30,대중교통,NNG
전주 여행,30,택시,NNG
전주 여행,30,이용,NNG
전주 여행,31,코스,NNG
전주 여행,31,코스,NNG
전주 여행,31,역사,NNG
전주 여행,31,유적지,NNG
전주 여행,31,전통문화,NNG
전주 여행,31,곳,NNG
전주 여행,31,한옥마을,NNP
전주 여행,31,방문,NNG
전주 여행,31,옥,NNG
전주 여행,31,시작,NNG
전주 여행,31,한옥,NNG
전주 여행,31,마을,NNG
전주 여행,32,추석,NNG
전주 여행,32,그때,NNG
전주 여행,32,한옥마을,NNP
전주 여행,32,관광지,NNG
전주 여행,32,문,NNG
전주 여행,32,추석,NNG
전주 여행,32,당일,NNG
전주 여행,32,문,NNG
전주 여행,32,에도,NNP
전주 여행,32,이벤트,NNG
전주 여행,32,진행,NNG
전주 여행,32,화,NNG
전주 여행,32,한국,NNP
전주 여행,32,관광공사,NNP
전주 여행,32,숙박,NNG
전주 여행,32,세일,NNG
전주 여행,32,페스타,NNP
전주 여행,32,이벤트,NNG
전주 여행,32,진행,NNG
전주 여행,33,관련,NNG
전주 여행,33,맛집,NNG
전주 여행,33,국내,NNG
전주 여행,33,전,NNG
전주 여행,33,주달,NNG
전주 여행,33,봉,NNG
전주 여행,33,달,NNG
전주 여행,33,봉,NNG
전주 여행,33,티비,NNG
전주 여행,33,코스,NNG
전주 여행,33,곳,NNG
전주 여행,33,여수,NNG
전주 여행,33,여수,NNG
전주 여행,33,제주,NNP
전주 여행,33,제주도,NNP
전주 여행,33,곳,NNG
전주 여행,33,전문,NNG
전주 여행,33,플,NNG
전주 여행,33,언서,NNG
전주 여행,33,전,NNG
전주 여행,33,주달,NNG
전주 여행,33,봉이,NNG
전주 여행,33,주말,NNG
전주 여행,33,평일,NNG
전주 여행,34,전,NNG
전주 여행,34,커플,NNG
전주 여행,34,추천,NNG
전주 여행,34,숙소,NNG
전주 여행,34,거리,NNG
전주 여행,34,맛집,NNG
전주 여행,34,추천,NNG
전주 여행,34,감사,NNG
전주 여행,34,한옥마을,NNP
전주 여행,34,답변,NNG
전주 여행,34,도움,NNG
전주 여행,34,한옥마을,NNP
전주 여행,34,한옥마을,NNP
전주 여행,34,맛집,NNG
전주 여행,34,추천,NNG
전주 여행,35,질문,NNG
전주 여행,35,일정,NNG
전주 여행,35,관련,NNG
전주 여행,35,답변,NNG
전주 여행,35,가실,NNG
전주 여행,35,때,NNG
전주 여행,35,계획,NNG
전주 여행,35,준비,NNG
전주 여행,35,아래,NNG
전주 여행,35,일정,NNG
전주 여행,35,참고,NNG
전주 여행,35,차,NNG
전주 여행,36,추천,NNG
전주 여행,36,맛집,NNG
전주 여행,36,국내,NNG
전주 여행,36,전,NNG
전주 여행,36,주달,NNG
전주 여행,36,봉,NNG
전주 여행,36,달,NNG
전주 여행,36,봉,NNG
전주 여행,36,티비,NNG
전주 여행,36,코스,NNG
전주 여행,36,곳,NNG
전주 여행,36,여수,NNG
전주 여행,36,여수,NNG
전주 여행,36,제주,NNP
전주 여행,36,제주도,NNP
전주 여행,36,곳,NNG
전주 여행,36,전문,NNG
전주 여행,36,플,NNG
전주 여행,36,언서,NNG
전주 여행,36,전,NNG
전주 여행,36,주달,NNG
전주 여행,36,봉이,NNG
전주 여행,37,연인,NNG
전주 여행,37,곳,NNG
전주 여행,37,추천,NNG
전주 여행,37,한옥마을,NNP
전주 여행,37,동물원,NNP
전주 여행,37,한국도로공사,NNP
전주 여행,37,수목원,NNG
전주 여행,37,향교,NNP
전주 여행,37,덕진,NNP
전주 여행,37,공원,NNG
전주 여행,38,비용,NNG
전주 여행,38,맛집,NNG
전주 여행,38,국내,NNG
전주 여행,38,전,NNG
전주 여행,38,주달,NNG
전주 여행,38,봉,NNG
전주 여행,38,달,NNG
전주 여행,38,봉,NNG
전주 여행,38,티비,NNG
전주 여행,38,코스,NNG
전주 여행,38,곳,NNG
전주 여행,38,여수,NNG
전주 여행,38,여수,NNG
전주 여행,38,제주,NNP
전주 여행,38,제주도,NNP
전주 여행,38,곳,NNG
전주 여행,38,전문,NNG
전주 여행,38,플,NNG
전주 여행,38,언서,NNG
전주 여행,38,전,NNG
전주 여행,38,주달,NNG
전주 여행,38,봉이,NNG
전주 여행,38,한옥마을,NNP
전주 여행,38,입장료,NNG
전주 여행,38,기본,NNG
전주 여행,39,이번,NNG
전주 여행,39,주,NNG
전주 여행,39,추천,NNG
전주 여행,39,위주,NNG
전주 여행,39,트레,NNP
전주 여행,39,킹,NNP
전주 여행,39,계획,NNG
전주 여행,39,볼거리,NNG
전주 여행,40,친구,NNG
전주 여행,40,친구,NNG
전주 여행,40,곳,NNG
전주 여행,40,호텔,NNG
전주 여행,40,맛집,NNG
전주 여행,40,추천,NNG
전주 여행,40,호텔,NNG
전주 여행,40,시설,NNG
전주 여행,40,한옥,NNP
전주 여행,40,침대,NNG
전주 여행,40,곳,NNG
전주 여행,40,맛집,NNG
전주 여행,40,양식,NNG
전주 여행,40,중식,NNG
전주 여행,40,일식,NNG
전주 여행,40,비용,NNG
전주 여행,40,인당,NNG
전주 여행,41,코스,NNG
전주 여행,41,맛집,NNG
전주 여행,41,국내,NNG
전주 여행,41,전,NNG
전주 여행,41,주달,NNG
전주 여행,41,봉,NNG
전주 여행,41,달,NNG
전주 여행,41,봉,NNG
전주 여행,41,티비,NNG
전주 여행,41,코스,NNG
전주 여행,41,곳,NNG
전주 여행,41,여수,NNG
전주 여행,41,여수,NNG
전주 여행,41,제주,NNP
전주 여행,41,제주도,NNP
전주 여행,41,곳,NNG
전주 여행,41,전문,NNG
전주 여행,41,플,NNG
전주 여행,41,언서,NNG
전주 여행,41,전,NNG
전주 여행,41,주달,NNG
전주 여행,41,봉이,NNG
전주 여행,41,코스,NNG
전주 여행,41,한옥,NNG
전주 여행,41,마을,NNG
전주 여행,41,시작,NNG
전주 여행,42,크리스마스,NNG
전주 여행,42,맛집,NNG
전주 여행,42,국내,NNG
전주 여행,42,전,NNG
전주 여행,42,주달,NNG
전주 여행,42,봉,NNG
전주 여행,42,달,NNG
전주 여행,42,봉,NNG
전주 여행,42,티비,NNG
전주 여행,42,코스,NNG
전주 여행,42,곳,NNG
전주 여행,42,여수,NNG
전주 여행,42,여수,NNG
전주 여행,42,제주,NNP
전주 여행,42,제주도,NNP
전주 여행,42,곳,NNG
전주 여행,42,전문,NNG
전주 여행,42,플,NNG
전주 여행,42,언서,NNG
전주 여행,42,전,NNG
전주 여행,42,주달,NNG
전주 여행,42,봉이,NNG
전주 여행,42,코스,NNG
전주 여행,42,한옥,NNG
전주 여행,42,마을,NNG
전주 여행,42,시작,NNG
전주 여행,43,전시회,NNG
전주 여행,43,추천,NNG
전주 여행,43,이번,NNG
전주 여행,43,달,NNG
전주 여행,43,말,NNG
전주 여행,43,남자,NNG
전주 여행,43,친구,NNG
전주 여행,43,한옥마을,NNP
전주 여행,43,갈만,NNG
전주 여행,43,곳,NNG
전주 여행,43,공방,NNG
전주 여행,43,전시회,NNG
전주 여행,43,추천,NNG
전주 여행,43,부탁,NNG
전주 여행,43,안녕,NNG
전주 여행,43,질문,NNG
전주 여행,43,관련,NNG
전주 여행,43,답변,NNG
전주 여행,44,코스,NNG
전주 여행,44,추천,NNG
전주 여행,44,안녕,NNG
전주 여행,44,여자,NNG
전주 여행,44,친구,NNG
전주 여행,44,예정,NNG
전주 여행,44,숙소,NNG
전주 여행,44,더클래식,NNP
전주 여행,44,호텔,NNG
전주 여행,44,일정,NNG
전주 여행,44,금요일,NNG
전주 여행,44,오후,NNG
전주 여행,44,도착,NNG
전주 여행,44,예정,NNG
전주 여행,44,자,NNG
전주 여행,44,차,NNG
전주 여행,44,이동,NNG
전주 여행,44,수단,NNG
전주 여행,44,대중교통,NNG
전주 여행,44,택시,NNG
전주 여행,44,예정,NNG
전주 여행,45,초등,NNG
전주 여행,45,학년,NNG
전주 여행,45,수학,NNG
전주 여행,45,코스,NNG
전주 여행,45,관광,NNG
전주 여행,45,달인,NNG
전주 여행,45,주달,NNG
전주 여행,45,봉이,NNG
전주 여행,45,코스,NNG
전주 여행,45,추천,NNG
전주 여행,45,감사,NNG
전주 여행,45,맛집,NNG
전주 여행,45,국내,NNG
전주 여행,45,전,NNG
전주 여행,45,주달,NNG
전주 여행,45,봉,NNG
전주 여행,45,달,NNG
전주 여행,45,봉,NNG
전주 여행,45,티비,NNG
전주 여행,45,코스,NNG
전주 여행,45,곳,NNG
전주 여행,45,여수,NNG
전주 여행,45,여수,NNG
전주 여행,45,제주,NNP
전주 여행,46,렌트,NNG
전주 여행,46,렌트,NNG
전주 여행,46,안녕,NNG
전주 여행,46,반,NNG
전주 여행,46,려인,NNG
전주 여행,46,애견,NNG
전주 여행,46,동반,NNG
전주 여행,46,플랫,NNG
전주 여행,46,폼,NNG
전주 여행,46,하트,NNG
전주 여행,46,독,NNG
전주 여행,46,도시,NNG
전주 여행,46,택시,NNG
전주 여행,46,이동,NNG
전주 여행,46,불편,NNG
전주 여행,46,답변,NNG
전주 여행,46,도움,NNG
전주 여행,46,채택,NNG
전주 여행,47,거리,NNG
전주 여행,47,추석,NNG
전주 여행,47,예정,NNG
전주 여행,47,갈만,NNG
전주 여행,47,곳,NNG
전주 여행,47,추천,NNG
전주 여행,47,맛집,NNG
전주 여행,47,국내,NNG
전주 여행,47,전,NNG
전주 여행,47,주달,NNG
전주 여행,47,봉,NNG
전주 여행,47,달,NNG
전주 여행,47,봉,NNG
전주 여행,47,티비,NNG
전주 여행,47,코스,NNG
전주 여행,47,곳,NNG
전주 여행,47,여수,NNG
전주 여행,47,여수,NNG
전주 여행,47,제주,NNP
전주 여행,48,코스,NNG
전주 여행,48,질문,NNG
전주 여행,48,일정,NNG
전주 여행,48,관련,NNG
전주 여행,48,답변,NNG
전주 여행,48,친정,NNG
전주 여행,48,어머니,NNG
전주 여행,48,딸,NNG
전주 여행,48,아래,NNG
전주 여행,48,일정,NNG
전주 여행,48,준비,NNG
전주 여행,48,참고,NNG
전주 여행,48,도움,NNG
전주 여행,49,추천,NNG
전주 여행,49,부탁,NNG
전주 여행,49,곳,NNG
전주 여행,49,맛집,NNG
전주 여행,49,추천,NNG
전주 여행,49,부탁,NNG
전주 여행,49,감사,NNG
전주 여행,49,맛집,NNG
전주 여행,49,전,NNG
전주 여행,49,주달,NNG
전주 여행,49,봉,NNG
전주 여행,49,달,NNG
전주 여행,49,봉,NNG
전주 여행,49,티비,NNG
전주 여행,49,코스,NNG
전주 여행,49,곳,NNG
전주 여행,49,플,NNG
전주 여행,49,언서,NNG
전주 여행,49,전,NNG
전주 여행,49,주달,NNG
전주 여행,49,봉이,NNG
전주 여행,50,차,NNG
전주 여행,50,필요,NNG
전주 여행,50,가요,NNG
전주 여행,50,안녕,NNG
전주 여행,50,계획,NNG
전주 여행,50,서울,NNP
전주 여행,50,기차,NNG
전주 여행,50,렌트,NNG
전주 여행,50,참고,NNG
전주 여행,50,한옥마을,NNP
전주 여행,50,포함,NNG
전주 여행,50,유명,NNG
전주 여행,50,관광지,NNG
전주 여행,50,계획,NNG
전주 여행,50,맛집,NNG
전주 여행,50,국내,NNG
전주 여행,51,이번,NNG
전주 여행,51,달,NNG
전주 여행,51,친구,NNG
전주 여행,51,답장,NNG
전주 여행,51,감사,NNG
전주 여행,51,여수,NNP
전주 여행,51,왕복,NNG
전주 여행,51,기차표,NNG
전주 여행,51,값,NNG
